model_name,model_path,bits,total_params,total_params_millions,total_params_billions,weight_memory_mb,weight_memory_gb,activation_memory_mb,total_memory_mb,total_memory_gb,bandwidth_mb_per_token,bandwidth_gb_per_token,perplexity,loss,total_tokens,lm_eval.results.hellaswag.alias,"lm_eval.results.hellaswag.acc,none","lm_eval.results.hellaswag.acc_stderr,none","lm_eval.results.hellaswag.acc_norm,none","lm_eval.results.hellaswag.acc_norm_stderr,none",lm_eval.results.piqa.alias,"lm_eval.results.piqa.acc,none","lm_eval.results.piqa.acc_stderr,none","lm_eval.results.piqa.acc_norm,none","lm_eval.results.piqa.acc_norm_stderr,none","lm_eval.results.mmlu_stem.acc,none","lm_eval.results.mmlu_stem.acc_stderr,none",lm_eval.results.mmlu_stem.alias,"lm_eval.results.mmlu_humanities.acc,none","lm_eval.results.mmlu_humanities.acc_stderr,none",lm_eval.results.mmlu_humanities.alias
rtn_w8,quantized_models/rtn_w8,8,6738415616,6738.415616,6.738415616,6426.25390625,6.275638580322266,512.0,6938.25390625,6.775638580322266,6426.25390625,6.275638580322266,14.895993540680413,2.7010922869068255,5487,hellaswag,0.4,0.11239029738980327,0.55,0.11413288653790232,piqa,0.9,0.06882472016116853,0.8,0.09176629354822471,0.29473684210526313,0.023397775478902504,stem,0.28076923076923077,0.027749042197593714,humanities
