model_name,model_path,bits,total_params,total_params_millions,total_params_billions,weight_memory_mb,weight_memory_gb,activation_memory_mb,total_memory_mb,total_memory_gb,bandwidth_mb_per_token,bandwidth_gb_per_token,perplexity,loss,total_tokens,lm_eval.results.hellaswag.alias,"lm_eval.results.hellaswag.acc,none","lm_eval.results.hellaswag.acc_stderr,none","lm_eval.results.hellaswag.acc_norm,none","lm_eval.results.hellaswag.acc_norm_stderr,none",lm_eval.results.piqa.alias,"lm_eval.results.piqa.acc,none","lm_eval.results.piqa.acc_stderr,none","lm_eval.results.piqa.acc_norm,none","lm_eval.results.piqa.acc_norm_stderr,none","lm_eval.results.mmlu_stem.acc,none","lm_eval.results.mmlu_stem.acc_stderr,none",lm_eval.results.mmlu_stem.alias,"lm_eval.results.mmlu_humanities.acc,none","lm_eval.results.mmlu_humanities.acc_stderr,none",lm_eval.results.mmlu_humanities.alias
baseline_fp16,openlm-research/open_llama_7b,16,6738415616,6738.415616,6.738415616,12852.5078125,12.551277160644531,512.0,13364.5078125,13.051277160644531,12852.5078125,12.551277160644531,14.894217844229692,2.700973073489379,5487,hellaswag,0.6,0.24494897427831783,0.6,0.24494897427831783,piqa,0.8,0.20000000000000004,0.8,0.20000000000000004,0.30526315789473685,0.04993069989739546,stem,0.3076923076923077,0.0595843591724218,humanities
