model_name,model_path,bits,total_params,total_params_millions,total_params_billions,weight_memory_mb,weight_memory_gb,activation_memory_mb,total_memory_mb,total_memory_gb,bandwidth_mb_per_token,bandwidth_gb_per_token,perplexity,loss,total_tokens,lm_eval
gptq_w4,quantized_models/gptq_w4,4,1073270784,1073.270784,1.073270784,511.775390625,0.49978065490722656,512.0,1023.775390625,0.9997806549072266,511.775390625,0.49978065490722656,15.352853701435125,2.731301365642572,5487,"{'results': {'hellaswag': {'alias': 'hellaswag', 'acc,none': 0.35, 'acc_stderr,none': 0.1094243309804831, 'acc_norm,none': 0.55, 'acc_norm_stderr,none': 0.11413288653790232}, 'piqa': {'alias': 'piqa', 'acc,none': 0.85, 'acc_stderr,none': 0.0819178021909125, 'acc_norm,none': 0.75, 'acc_norm_stderr,none': 0.09933992677987828}, 'mmlu_stem': {'acc,none': 0.3368421052631579, 'acc_stderr,none': np.float64(0.023906314692954476), 'alias': 'stem'}, 'mmlu_humanities': {'acc,none': 0.3153846153846154, 'acc_stderr,none': np.float64(0.029131516984936816), 'alias': 'humanities'}}}"
