model_name,model_path,bits,total_params,total_params_millions,total_params_billions,weight_memory_mb,weight_memory_gb,activation_memory_mb,total_memory_mb,total_memory_gb,bandwidth_mb_per_token,bandwidth_gb_per_token,perplexity,loss,total_tokens,lm_eval.results.hellaswag.alias,"lm_eval.results.hellaswag.acc,none","lm_eval.results.hellaswag.acc_stderr,none","lm_eval.results.hellaswag.acc_norm,none","lm_eval.results.hellaswag.acc_norm_stderr,none",lm_eval.results.piqa.alias,"lm_eval.results.piqa.acc,none","lm_eval.results.piqa.acc_stderr,none","lm_eval.results.piqa.acc_norm,none","lm_eval.results.piqa.acc_norm_stderr,none","lm_eval.results.mmlu_stem.acc,none","lm_eval.results.mmlu_stem.acc_stderr,none",lm_eval.results.mmlu_stem.alias,"lm_eval.results.mmlu_humanities.acc,none","lm_eval.results.mmlu_humanities.acc_stderr,none",lm_eval.results.mmlu_humanities.alias
baseline_fp16,quantized_models/baseline_fp16,16,6738415616,6738.415616,6.738415616,12852.5078125,12.551277160644531,512.0,13364.5078125,13.051277160644531,12852.5078125,12.551277160644531,14.894217844229692,2.700973073489379,5487,hellaswag,0.4,0.11239029738980327,0.55,0.11413288653790232,piqa,0.9,0.06882472016116853,0.8,0.09176629354822471,0.29736842105263156,0.02338998530872523,stem,0.27692307692307694,0.027735009811261452,humanities
