model_name,model_path,bits,total_params,total_params_millions,total_params_billions,weight_memory_mb,weight_memory_gb,activation_memory_mb,total_memory_mb,total_memory_gb,bandwidth_mb_per_token,bandwidth_gb_per_token,perplexity,loss,total_tokens,lm_eval.results.hellaswag.alias,"lm_eval.results.hellaswag.acc,none","lm_eval.results.hellaswag.acc_stderr,none","lm_eval.results.hellaswag.acc_norm,none","lm_eval.results.hellaswag.acc_norm_stderr,none",lm_eval.results.piqa.alias,"lm_eval.results.piqa.acc,none","lm_eval.results.piqa.acc_stderr,none","lm_eval.results.piqa.acc_norm,none","lm_eval.results.piqa.acc_norm_stderr,none","lm_eval.results.mmlu_stem.acc,none","lm_eval.results.mmlu_stem.acc_stderr,none",lm_eval.results.mmlu_stem.alias,"lm_eval.results.mmlu_humanities.acc,none","lm_eval.results.mmlu_humanities.acc_stderr,none",lm_eval.results.mmlu_humanities.alias
gptq_w4,quantized_models/gptq_w4,4,1073270784,1073.270784,1.073270784,511.775390625,0.49978065490722656,512.0,1023.775390625,0.9997806549072266,511.775390625,0.49978065490722656,15.352853701435125,2.731301365642572,5487,hellaswag,0.35,0.1094243309804831,0.55,0.11413288653790232,piqa,0.85,0.0819178021909125,0.75,0.09933992677987828,0.3368421052631579,0.023906314692954476,stem,0.3153846153846154,0.029131516984936816,humanities
